"common","catch_count","year","month","MODE_FX","AREA_X","clust","mean_brevis_count"
"SAND PERCH",1,"2008","12","7","5","2",0
"SEA CATFISH FAMILY",1,"2008","12","3","5","2",0
"SHEEPSHEAD",1,"2008","12","5","5","2",0
"SHEEPSHEAD",3,"2008","12","7","5","2",0
"SPOTTED SEATROUT",2,"2008","12","5","5","1",0
"SPOTTED SEATROUT",37,"2008","12","7","5","4",0
"BLUEFISH",3,"2009","1","5","5","1",22
"BONNETHEAD",1,"2009","1","7","5","2",22
"FLORIDA POMPANO",1,"2009","1","5","5","1",22
"GAG",1,"2009","1","3","5","2",22
"GAG",22,"2009","1","5","5","1",22
"GAG",1,"2009","1","7","5","2",22
"GULF FLOUNDER",1,"2009","1","5","5","2",22
"GULF FLOUNDER",3,"2009","1","7","5","2",22
"GULF TOADFISH",1,"2009","1","3","5","2",22
"HARDHEAD CATFISH",2,"2009","1","5","5","1",22
"HARDHEAD CATFISH",1,"2009","1","7","5","2",22
"INSHORE LIZARDFISH",6,"2009","1","7","5","2",22
"LADYFISH",25,"2009","1","5","5","1",22
"LADYFISH",9,"2009","1","7","5","2",22
"LANE SNAPPER",1,"2009","1","3","5","2",22
"PIGFISH",1,"2009","1","3","5","2",22
"PINFISH",20,"2009","1","3","5","2",22
"PINFISH",9,"2009","1","5","5","1",22
"PINFISH",2,"2009","1","7","5","2",22
"PUFFER FAMILY",1,"2009","1","3","5","2",22
"PUFFER GENUS",1,"2009","1","3","5","2",22
"PUFFER GENUS",1,"2009","1","5","5","2",22
"RED DRUM",2,"2009","1","7","5","2",22
"RED GROUPER",39,"2009","1","5","5","1",22
"RED GROUPER",2,"2009","1","7","5","2",22
"SEAROBIN FAMILY",1,"2009","1","7","5","2",22
"SHEEPSHEAD",1,"2009","1","3","5","2",22
"SHEEPSHEAD",1,"2009","1","5","5","2",22
"SPANISH MACKEREL",3,"2009","1","5","5","1",22
"SPOTTED SEATROUT",18,"2009","1","5","5","1",22
"SPOTTED SEATROUT",23,"2009","1","7","5","4",22
"BLACK DRUM",8,"2009","2","7","5","2",0
"BONNETHEAD",1,"2009","2","3","5","2",0
"COMMON SNOOK",2,"2009","2","7","5","2",0
"FLORIDA POMPANO",31,"2009","2","5","5","1",0
"FLORIDA POMPANO",4,"2009","2","7","5","2",0
"GAG",5,"2009","2","5","5","1",0
"GAG",5,"2009","2","7","5","2",0
"GRAY SNAPPER",1,"2009","2","5","5","1",0
"GRAY SNAPPER",22,"2009","2","7","5","2",0
"GULF FLOUNDER",1,"2009","2","7","5","2",0
"GULF KINGFISH",8,"2009","2","3","5","2",0
"HARDHEAD CATFISH",1,"2009","2","5","5","1",0
"HARDHEAD CATFISH",3,"2009","2","7","5","2",0
"INSHORE LIZARDFISH",1,"2009","2","7","5","2",0
"KINGFISH GENUS",21,"2009","2","3","5","2",0
"LADYFISH",35,"2009","2","7","5","2",0
"PINFISH",37,"2009","2","3","5","2",0
"PINFISH",10,"2009","2","5","5","2",0
"PINFISH",36,"2009","2","7","5","2",0
"RED DRUM",6,"2009","2","7","5","2",0
"RED GROUPER",4,"2009","2","5","5","2",0
"SHEEPSHEAD",44,"2009","2","7","5","2",0
"SOUTHERN KINGFISH",3,"2009","2","3","5","2",0
"SPOTTED SEATROUT",23,"2009","2","5","5","1",0
"SPOTTED SEATROUT",80,"2009","2","7","5","4",0
"BLACK SEA BASS",1,"2009","3","3","5","2",0
"BLUEFISH",1,"2009","3","3","5","2",0
"BLUEFISH",8,"2009","3","5","5","1",0
"BLUEFISH",1,"2009","3","7","5","1",0
"COMMON SNOOK",1,"2009","3","5","5","1",0
"COMMON SNOOK",1,"2009","3","7","5","2",0
"FLORIDA POMPANO",1,"2009","3","7","5","2",0
"GAFFTOPSAIL CATFISH",3,"2009","3","7","5","2",0
"GAG",1,"2009","3","3","5","2",0
"GAG",4,"2009","3","7","5","2",0
"GRAY SNAPPER",12,"2009","3","3","5","2",0
"GRAY SNAPPER",2,"2009","3","5","5","1",0
"GRAY SNAPPER",16,"2009","3","7","5","2",0
"GULF FLOUNDER",1,"2009","3","3","5","2",0
"GULF FLOUNDER",1,"2009","3","7","5","2",0
"GULF KINGFISH",1,"2009","3","3","5","2",0
"HARDHEAD CATFISH",1,"2009","3","7","5","2",0
"LADYFISH",30,"2009","3","7","5","2",0
"PINFISH",4,"2009","3","3","5","2",0
"PINFISH",102,"2009","3","7","5","4",0
"PUFFER FAMILY",1,"2009","3","7","5","2",0
"PUFFER GENUS",5,"2009","3","3","5","2",0
"RED DRUM",2,"2009","3","5","5","1",0
"SAND PERCH",1,"2009","3","3","5","2",0
"SAND PERCH",12,"2009","3","7","5","2",0
"SEAROBIN GENUS",1,"2009","3","3","5","2",0
"SHEEPSHEAD",24,"2009","3","3","5","2",0
"SHEEPSHEAD",17,"2009","3","5","5","1",0
"SHEEPSHEAD",34,"2009","3","7","5","2",0
"SOUTHERN KINGFISH",1,"2009","3","7","5","2",0
"SPANISH MACKEREL",14,"2009","3","3","5","2",0
"SPANISH MACKEREL",15,"2009","3","7","5","1",0
"SPOTTAIL PINFISH",3,"2009","3","3","5","2",0
"SPOTTED SEATROUT",47,"2009","3","7","5","4",0
"WHITE GRUNT",4,"2009","3","7","5","2",0
"ATLANTIC GUITARFISH",1,"2009","4","3","5","2",4
"ATLANTIC STINGRAY",1,"2009","4","3","5","2",4
"ATLANTIC STINGRAY",2,"2009","4","7","5","2",4
"BLACK SEA BASS",1,"2009","4","7","5","2",4
"BLUE RUNNER",2,"2009","4","7","5","2",4
"BLUEFISH",1,"2009","4","5","5","1",4
"BLUEFISH",6,"2009","4","7","5","1",4
"BONNETHEAD",4,"2009","4","3","5","2",4
"COMMON SNOOK",1,"2009","4","7","5","2",4
"CREVALLE JACK",8,"2009","4","3","5","2",4
"CREVALLE JACK",3,"2009","4","5","5","1",4
"CREVALLE JACK",3,"2009","4","7","5","2",4
"FLORIDA POMPANO",1,"2009","4","3","5","2",4
"FLORIDA POMPANO",1,"2009","4","5","5","1",4
"GAG",4,"2009","4","7","5","2",4
"GRAY SNAPPER",29,"2009","4","3","5","2",4
"GRAY SNAPPER",28,"2009","4","7","5","2",4
"GULF KINGFISH",1,"2009","4","3","5","2",4
"HARDHEAD CATFISH",2,"2009","4","3","5","2",4
"HARDHEAD CATFISH",6,"2009","4","7","5","2",4
"HOGFISH",1,"2009","4","7","5","1",4
"IRISH POMPANO",1,"2009","4","3","5","2",4
"KING MACKEREL",1,"2009","4","7","5","2",4
"LADYFISH",16,"2009","4","3","5","2",4
"LADYFISH",12,"2009","4","7","5","2",4
"LIZARDFISH GENUS",3,"2009","4","5","5","1",4
"PINFISH",16,"2009","4","3","5","2",4
"PINFISH",10,"2009","4","5","5","1",4
"PINFISH",11,"2009","4","7","5","2",4
"PUFFER GENUS",2,"2009","4","7","5","2",4
"RED DRUM",1,"2009","4","5","5","1",4
"RED GROUPER",2,"2009","4","7","5","2",4
"SHEEPSHEAD",28,"2009","4","3","5","2",4
"SHEEPSHEAD",15,"2009","4","7","5","2",4
"SPANISH MACKEREL",3,"2009","4","5","5","1",4
"SPANISH MACKEREL",6,"2009","4","7","5","1",4
"SPOTTED SEATROUT",31,"2009","4","5","5","1",4
"SPOTTED SEATROUT",29,"2009","4","7","5","4",4
"STRIPED MULLET",9,"2009","4","7","5","2",4
"BLACK SEA BASS",1,"2009","5","5","5","1",48
"BLUE RUNNER",2,"2009","5","7","5","2",48
"BLUEFISH",9,"2009","5","5","5","1",48
"BLUEFISH",2,"2009","5","7","5","1",48
"COMMON SNOOK",29,"2009","5","3","5","2",48
"COMMON SNOOK",1,"2009","5","7","5","2",48
"CREVALLE JACK",14,"2009","5","3","5","2",48
"CREVALLE JACK",5,"2009","5","5","5","1",48
"CREVALLE JACK",8,"2009","5","7","5","2",48
"GAFFTOPSAIL CATFISH",3,"2009","5","5","5","1",48
"GAFFTOPSAIL CATFISH",2,"2009","5","7","5","2",48
"GAG",1,"2009","5","3","5","2",48
"GAG",6,"2009","5","7","5","2",48
"GRAY SNAPPER",7,"2009","5","3","5","2",48
"GRAY SNAPPER",28,"2009","5","7","5","2",48
"HARDHEAD CATFISH",1,"2009","5","5","5","1",48
"HARDHEAD CATFISH",3,"2009","5","7","5","2",48
"LADYFISH",1,"2009","5","3","5","2",48
"LADYFISH",15,"2009","5","5","5","1",48
"LADYFISH",11,"2009","5","7","5","2",48
"PIGFISH",4,"2009","5","3","5","2",48
"PINFISH",11,"2009","5","3","5","2",48
"PINFISH",58,"2009","5","7","5","4",48
"RED DRUM",1,"2009","5","3","5","2",48
"RED DRUM",2,"2009","5","7","5","2",48
"RED GROUPER",1,"2009","5","3","5","2",48
"RED GROUPER",6,"2009","5","7","5","2",48
"REQUIEM SHARK GENUS",1,"2009","5","5","5","1",48
"SCALED SARDINE",96,"2009","5","7","5","4",48
"SEATROUT GENUS",1,"2009","5","7","5","2",48
"SPANISH MACKEREL",3,"2009","5","3","5","2",48
"SPANISH MACKEREL",1,"2009","5","5","5","1",48
"SPANISH MACKEREL",18,"2009","5","7","5","2",48
"SPOTTED SEATROUT",20,"2009","5","5","5","1",48
"SPOTTED SEATROUT",77,"2009","5","7","5","4",48
"ATLANTIC SHARPNOSE SHARK",1,"2009","6","3","5","2",146
"FLORIDA POMPANO",2,"2009","6","3","5","2",146
"GRAY SNAPPER",2,"2009","6","7","5","2",146
"LADYFISH",1,"2009","6","7","5","2",146
"PIGFISH",1,"2009","6","3","5","2",146
"UNIDENTIFIED (SHARKS)",1,"2009","6","3","5","2",146
"ATLANTIC NEEDLEFISH",1,"2009","7","7","5","3",45
"ATLANTIC TARPON",2,"2009","7","7","5","2",45
"BLUEFISH",2,"2009","7","7","5","2",45
"COMMON SNOOK",2,"2009","7","7","5","2",45
"CREVALLE JACK",1,"2009","7","7","5","2",45
"FLORIDA POMPANO",1,"2009","7","3","5","2",45
"GAFFTOPSAIL CATFISH",10,"2009","7","7","5","2",45
"GAG",3,"2009","7","7","5","2",45
"GRAY SNAPPER",1,"2009","7","3","5","2",45
"GRAY SNAPPER",11,"2009","7","7","5","2",45
"HARDHEAD CATFISH",11,"2009","7","7","5","2",45
"INSHORE LIZARDFISH",2,"2009","7","7","5","2",45
"LADYFISH",2,"2009","7","3","5","2",45
"LADYFISH",6,"2009","7","7","5","2",45
"LEATHERJACKET FAMILY",4,"2009","7","7","5","2",45
"PINFISH",4,"2009","7","3","5","2",45
"PINFISH",141,"2009","7","7","5","4",45
"RED DRUM",2,"2009","7","7","5","2",45
"RED GROUPER",3,"2009","7","7","5","2",45
"SCALED SARDINE",50,"2009","7","7","5","4",45
"SHEEPSHEAD",10,"2009","7","7","5","2",45
"SPANISH MACKEREL",1,"2009","7","3","5","2",45
"SPANISH MACKEREL",1,"2009","7","7","5","2",45
"SPANISH SARDINE",48,"2009","7","7","5","4",45
"SPOTTED SEATROUT",76,"2009","7","7","5","4",45
"STINGRAY GENUS",1,"2009","7","7","5","2",45
"STRIPED MULLET",6,"2009","7","7","5","2",45
"WHITE GRUNT",7,"2009","7","7","5","2",45
"BLACK SEA BASS",2,"2009","8","7","5","2",4
"BLUE RUNNER",7,"2009","8","7","5","2",4
"BLUEFISH",5,"2009","8","7","5","2",4
"BONNETHEAD",1,"2009","8","3","5","2",4
"BONNETHEAD",1,"2009","8","7","5","2",4
"COMMON SNOOK",32,"2009","8","7","5","2",4
"CREVALLE JACK",26,"2009","8","7","5","2",4
"FLORIDA POMPANO",3,"2009","8","3","5","2",4
"GAFFTOPSAIL CATFISH",11,"2009","8","7","5","2",4
"GAG",31,"2009","8","7","5","2",4
"GRAY SNAPPER",4,"2009","8","3","5","2",4
"GRAY SNAPPER",94,"2009","8","7","5","4",4
"GRUNT GENUS",6,"2009","8","7","5","3",4
"GULF FLOUNDER",8,"2009","8","7","5","2",4
"GULF KINGFISH",1,"2009","8","7","5","2",4
"HARDHEAD CATFISH",3,"2009","8","3","5","2",4
"HARDHEAD CATFISH",31,"2009","8","7","5","2",4
"INSHORE LIZARDFISH",1,"2009","8","3","5","2",4
"LADYFISH",17,"2009","8","7","5","2",4
"LANE SNAPPER",2,"2009","8","7","5","2",4
"LITTLE TUNNY",1,"2009","8","7","5","2",4
"LIZARDFISH GENUS",1,"2009","8","7","5","2",4
"PIGFISH",5,"2009","8","3","5","2",4
"PINFISH",31,"2009","8","3","5","2",4
"PINFISH",236,"2009","8","7","5","4",4
"RED DRUM",20,"2009","8","7","5","2",4
"REQUIEM SHARK FAMILY",1,"2009","8","7","5","2",4
"SEATROUT GENUS",55,"2009","8","7","5","2",4
"SHEEPSHEAD",1,"2009","8","7","5","2",4
"SNAPPER GENUS",1,"2009","8","7","5","2",4
"SPANISH MACKEREL",11,"2009","8","7","5","2",4
"SPOTTED SEATROUT",164,"2009","8","7","5","4",4
"WHITE GRUNT",10,"2009","8","7","5","2",4
"ATLANTIC SPADEFISH",1,"2009","9","7","5","2",105
"ATLANTIC TARPON",1,"2009","9","7","5","2",105
"BLACK DRUM",1,"2009","9","7","5","2",105
"BLACKTIP SHARK",6,"2009","9","7","5","2",105
"BLUE RUNNER",10,"2009","9","7","5","2",105
"BLUEFISH",2,"2009","9","5","5","1",105
"BLUEFISH",11,"2009","9","7","5","2",105
"BONNETHEAD",1,"2009","9","7","5","2",105
"COBIA",2,"2009","9","7","5","2",105
"COMMON SNOOK",21,"2009","9","7","5","2",105
"CREVALLE JACK",2,"2009","9","3","5","2",105
"CREVALLE JACK",4,"2009","9","5","5","1",105
"CREVALLE JACK",40,"2009","9","7","5","2",105
"GAFFTOPSAIL CATFISH",6,"2009","9","7","5","2",105
"GAG",23,"2009","9","7","5","2",105
"GRAY SNAPPER",2,"2009","9","3","5","2",105
"GRAY SNAPPER",50,"2009","9","7","5","2",105
"GREAT BARRACUDA",1,"2009","9","7","5","2",105
"GULF FLOUNDER",1,"2009","9","3","5","2",105
"GULF FLOUNDER",2,"2009","9","7","5","2",105
"GULF KINGFISH",1,"2009","9","3","5","2",105
"HARDHEAD CATFISH",1,"2009","9","3","5","2",105
"HARDHEAD CATFISH",25,"2009","9","7","5","2",105
"INSHORE LIZARDFISH",9,"2009","9","7","5","2",105
"LADYFISH",1,"2009","9","3","5","2",105
"LADYFISH",116,"2009","9","7","5","4",105
"LANE SNAPPER",4,"2009","9","3","5","2",105
"LANE SNAPPER",1,"2009","9","7","5","2",105
"PIGFISH",4,"2009","9","7","5","2",105
"PINFISH",27,"2009","9","3","5","2",105
"PINFISH",43,"2009","9","7","5","4",105
"RED DRUM",22,"2009","9","5","5","2",105
"RED DRUM",14,"2009","9","7","5","2",105
"RED GROUPER",1,"2009","9","7","5","2",105
"REQUIEM SHARK GENUS",4,"2009","9","7","5","2",105
"SAND PERCH",1,"2009","9","7","5","2",105
"SCALED SARDINE",105,"2009","9","3","5","4",105
"SCALED SARDINE",300,"2009","9","5","5","5",105
"SEA BASS GENUS",3,"2009","9","7","5","2",105
"SNAPPER GENUS",3,"2009","9","7","5","2",105
"SPANISH MACKEREL",1,"2009","9","3","5","2",105
"SPANISH MACKEREL",12,"2009","9","7","5","2",105
"SPANISH SARDINE",24,"2009","9","7","5","4",105
"SPOTTED SEATROUT",4,"2009","9","5","5","1",105
"SPOTTED SEATROUT",212,"2009","9","7","5","4",105
"WHITE GRUNT",18,"2009","9","3","5","2",105
"WHITE GRUNT",17,"2009","9","7","5","2",105
"BLACK SEA BASS",1,"2009","10","7","5","2",236
"BLUEFISH",2,"2009","10","7","5","2",236
"COMMON SNOOK",14,"2009","10","7","5","2",236
"CREVALLE JACK",1,"2009","10","5","5","2",236
"CREVALLE JACK",6,"2009","10","7","5","2",236
"GAFFTOPSAIL CATFISH",4,"2009","10","7","5","2",236
"GAG",1,"2009","10","3","5","2",236
"GAG",19,"2009","10","7","5","2",236
"GOLIATH GROUPER",3,"2009","10","7","5","2",236
"GRAY SNAPPER",1,"2009","10","3","5","2",236
"GRAY SNAPPER",3,"2009","10","7","5","2",236
"GULF FLOUNDER",3,"2009","10","7","5","2",236
"HARDHEAD CATFISH",5,"2009","10","7","5","2",236
"INSHORE LIZARDFISH",1,"2009","10","5","5","2",236
"INSHORE LIZARDFISH",3,"2009","10","7","5","2",236
"LADYFISH",5,"2009","10","5","5","2",236
"LADYFISH",15,"2009","10","7","5","2",236
"LANE SNAPPER",1,"2009","10","7","5","2",236
"LITTLE TUNNY",1,"2009","10","5","5","2",236
"PINFISH",11,"2009","10","5","5","2",236
"PINFISH",20,"2009","10","7","5","2",236
"RED DRUM",4,"2009","10","7","5","2",236
"RED GROUPER",26,"2009","10","7","5","2",236
"REQUIEM SHARK FAMILY",1,"2009","10","7","5","2",236
"SAND PERCH",2,"2009","10","7","5","2",236
"SCALED SARDINE",166,"2009","10","7","5","5",236
"SPANISH MACKEREL",3,"2009","10","5","5","1",236
"SPANISH MACKEREL",8,"2009","10","7","5","2",236
"SPOTTED SEATROUT",1,"2009","10","3","5","2",236
"SPOTTED SEATROUT",6,"2009","10","5","5","1",236
"SPOTTED SEATROUT",48,"2009","10","7","5","4",236
"STINGRAY GENUS",1,"2009","10","3","5","2",236
"WHITE GRUNT",1,"2009","10","3","5","2",236
"BLACK DRUM",2,"2009","11","7","5","2",164
"BLUE RUNNER",10,"2009","11","7","5","2",164
"BLUEFISH",1,"2009","11","5","5","1",164
"BLUEFISH",9,"2009","11","7","5","2",164
"BONNETHEAD",1,"2009","11","5","5","1",164
"COMMON SNOOK",3,"2009","11","5","5","1",164
"COMMON SNOOK",4,"2009","11","7","5","2",164
"CREVALLE JACK",14,"2009","11","5","5","1",164
"CREVALLE JACK",10,"2009","11","7","5","2",164
"FLORIDA POMPANO",3,"2009","11","5","5","1",164
"FLORIDA POMPANO",1,"2009","11","7","5","2",164
"GAG",24,"2009","11","7","5","2",164
"GRAY SNAPPER",2,"2009","11","5","5","1",164
"GRAY SNAPPER",3,"2009","11","7","5","2",164
"GREAT BARRACUDA",1,"2009","11","7","5","2",164
"GULF FLOUNDER",5,"2009","11","7","5","2",164
"HARDHEAD CATFISH",4,"2009","11","7","5","2",164
"INSHORE LIZARDFISH",10,"2009","11","7","5","2",164
"KING MACKEREL",2,"2009","11","7","5","2",164
"LADYFISH",2,"2009","11","5","5","1",164
"LADYFISH",21,"2009","11","7","5","2",164
"LITTLE TUNNY",1,"2009","11","7","5","2",164
"PINFISH",16,"2009","11","7","5","2",164
"RED DRUM",11,"2009","11","7","5","2",164
"RED GROUPER",8,"2009","11","7","5","2",164
"REQUIEM SHARK GENUS",7,"2009","11","7","5","2",164
"SHEEPSHEAD",13,"2009","11","7","5","2",164
"SPANISH MACKEREL",15,"2009","11","7","5","2",164
"SPOTTED SEATROUT",88,"2009","11","7","5","4",164
"BLACK SEA BASS",1,"2009","12","7","5","2",1748
"BLUEFISH",3,"2009","12","5","5","1",1748
"BLUEFISH",27,"2009","12","7","5","2",1748
"FLORIDA POMPANO",1,"2009","12","7","5","2",1748
"GAFFTOPSAIL CATFISH",1,"2009","12","7","5","2",1748
"GAG",1,"2009","12","5","5","1",1748
"GAG",24,"2009","12","7","5","2",1748
"GRAY SNAPPER",2,"2009","12","7","5","2",1748
"GULF FLOUNDER",1,"2009","12","7","5","2",1748
"INSHORE LIZARDFISH",3,"2009","12","7","5","2",1748
"LADYFISH",14,"2009","12","5","5","1",1748
"LADYFISH",48,"2009","12","7","5","2",1748
"LITTLE TUNNY",4,"2009","12","7","5","2",1748
"PINFISH",51,"2009","12","7","5","2",1748
"RED DRUM",1,"2009","12","7","5","2",1748
"RED GROUPER",43,"2009","12","7","5","2",1748
"SMOOTH PUFFER",1,"2009","12","7","5","2",1748
"SPANISH MACKEREL",2,"2009","12","7","5","2",1748
"SPOTTED SEATROUT",76,"2009","12","7","5","4",1748
"WHITE GRUNT",20,"2009","12","7","5","2",1748
"BLACK DRUM",2,"2010","1","7","5","2",33
"GAG",8,"2010","1","7","5","2",33
"GULF FLOUNDER",1,"2010","1","7","5","2",33
"KING MACKEREL",1,"2010","1","5","5","1",33
"PINFISH",2,"2010","1","7","5","2",33
"RED DRUM",10,"2010","1","7","5","2",33
"RED GROUPER",1,"2010","1","7","5","2",33
"SHEEPSHEAD",6,"2010","1","7","5","2",33
"SPOTTED SEATROUT",12,"2010","1","5","5","1",33
"SPOTTED SEATROUT",10,"2010","1","7","5","4",33
"BLACK DRUM",5,"2010","2","5","5","1",0
"BLACK DRUM",1,"2010","2","7","5","2",0
"BLUEFISH",1,"2010","2","7","5","2",0
"COMMON SNOOK",5,"2010","2","7","5","2",0
"GAG",1,"2010","2","7","5","2",0
"GULF FLOUNDER",3,"2010","2","7","5","2",0
"HARDHEAD CATFISH",1,"2010","2","5","5","1",0
"LADYFISH",1,"2010","2","5","5","1",0
"LADYFISH",39,"2010","2","7","5","2",0
"PINFISH",5,"2010","2","5","5","2",0
"PINFISH",4,"2010","2","7","5","2",0
"RED DRUM",2,"2010","2","5","5","1",0
"RED DRUM",8,"2010","2","7","5","2",0
"RED GROUPER",3,"2010","2","7","5","2",0
"SAND PERCH",10,"2010","2","7","5","2",0
"SHEEPSHEAD",1,"2010","2","5","5","1",0
"SHEEPSHEAD",27,"2010","2","7","5","2",0
"SPOTTED SEATROUT",15,"2010","2","5","5","1",0
"SPOTTED SEATROUT",38,"2010","2","7","5","4",0
"WHITE GRUNT",20,"2010","2","7","5","2",0
"BLACK DRUM",2,"2010","3","5","5","1",10
"BLACK DRUM",2,"2010","3","7","5","1",10
"BONNETHEAD",1,"2010","3","7","5","1",10
"GAG",2,"2010","3","7","5","2",10
"GRAY SNAPPER",6,"2010","3","3","5","2",10
"GULF FLOUNDER",2,"2010","3","5","5","1",10
"GULF FLOUNDER",2,"2010","3","7","5","2",10
"HARDHEAD CATFISH",7,"2010","3","3","5","2",10
"LADYFISH",45,"2010","3","5","5","1",10
"LADYFISH",30,"2010","3","7","5","2",10
"PINFISH",13,"2010","3","3","5","2",10
"PINFISH",1,"2010","3","5","5","1",10
"PINFISH",33,"2010","3","7","5","2",10
"PUFFER GENUS",7,"2010","3","3","5","2",10
"RED DRUM",13,"2010","3","5","5","1",10
"RED DRUM",13,"2010","3","7","5","2",10
"SHEEPSHEAD",30,"2010","3","3","5","2",10
"SHEEPSHEAD",28,"2010","3","5","5","1",10
"SHEEPSHEAD",56,"2010","3","7","5","2",10
"SPANISH MACKEREL",3,"2010","3","5","5","1",10
"SPANISH MACKEREL",2,"2010","3","7","5","2",10
"SPOTTED SEATROUT",53,"2010","3","5","5","1",10
"SPOTTED SEATROUT",145,"2010","3","7","5","4",10
"WHITE GRUNT",2,"2010","3","7","5","2",10
"ATLANTIC NEEDLEFISH",7,"2010","4","7","5","3",0
"BLACK DRUM",1,"2010","4","7","5","1",0
"BLUE RUNNER",3,"2010","4","7","5","2",0
"BLUEFISH",9,"2010","4","5","5","1",0
"BLUEFISH",13,"2010","4","7","5","1",0
"COBIA",1,"2010","4","7","5","2",0
"COMMON SNOOK",2,"2010","4","7","5","2",0
"CREVALLE JACK",4,"2010","4","5","5","1",0
"CREVALLE JACK",4,"2010","4","7","5","2",0
"FLORIDA POMPANO",3,"2010","4","7","5","1",0
"GRAY SNAPPER",7,"2010","4","7","5","2",0
"GULF FLOUNDER",7,"2010","4","7","5","2",0
"GULF KINGFISH",1,"2010","4","3","5","2",0
"HARDHEAD CATFISH",1,"2010","4","3","5","2",0
"HARDHEAD CATFISH",19,"2010","4","7","5","2",0
"INSHORE LIZARDFISH",2,"2010","4","7","5","2",0
"LADYFISH",5,"2010","4","3","5","2",0
"LADYFISH",16,"2010","4","5","5","1",0
"LADYFISH",55,"2010","4","7","5","4",0
"MULLET GENUS",1,"2010","4","7","5","2",0
"PINFISH",33,"2010","4","3","5","2",0
"PINFISH",1,"2010","4","5","5","1",0
"PINFISH",92,"2010","4","7","5","4",0
"RED DRUM",12,"2010","4","7","5","2",0
"RED GROUPER",1,"2010","4","7","5","2",0
"SHEEPSHEAD",5,"2010","4","5","5","1",0
"SHEEPSHEAD",17,"2010","4","7","5","2",0
"SPANISH MACKEREL",20,"2010","4","3","5","2",0
"SPANISH MACKEREL",17,"2010","4","5","5","1",0
"SPANISH MACKEREL",86,"2010","4","7","5","4",0
"SPOTTED SEATROUT",35,"2010","4","5","5","1",0
"SPOTTED SEATROUT",175,"2010","4","7","5","4",0
"WHITE GRUNT",3,"2010","4","7","5","2",0
"ATLANTIC TARPON",1,"2010","5","7","5","2",10
"BLACK DRUM",1,"2010","5","7","5","2",10
"BLACK SEA BASS",1,"2010","5","7","5","2",10
"BLUE RUNNER",1,"2010","5","7","5","2",10
"BLUEFISH",1,"2010","5","5","5","1",10
"BLUEFISH",17,"2010","5","7","5","1",10
"COMMON SNOOK",16,"2010","5","7","5","2",10
"CREVALLE JACK",12,"2010","5","7","5","2",10
"FLORIDA POMPANO",2,"2010","5","7","5","2",10
"GAFFTOPSAIL CATFISH",1,"2010","5","5","5","1",10
"GAFFTOPSAIL CATFISH",4,"2010","5","7","5","2",10
"GAG",1,"2010","5","3","5","2",10
"GAG",8,"2010","5","7","5","2",10
"GRAY SNAPPER",6,"2010","5","3","5","2",10
"GRAY SNAPPER",5,"2010","5","7","5","2",10
"GULF FLOUNDER",2,"2010","5","3","5","2",10
"GULF FLOUNDER",5,"2010","5","7","5","2",10
"GULF KINGFISH",14,"2010","5","3","5","2",10
"HARDHEAD CATFISH",1,"2010","5","3","5","2",10
"HARDHEAD CATFISH",4,"2010","5","5","5","1",10
"HARDHEAD CATFISH",23,"2010","5","7","5","2",10
"HONEYCOMB COWFISH",1,"2010","5","3","5","2",10
"INSHORE LIZARDFISH",4,"2010","5","7","5","2",10
"LADYFISH",21,"2010","5","3","5","2",10
"LADYFISH",7,"2010","5","5","5","1",10
"LADYFISH",19,"2010","5","7","5","2",10
"PINFISH",76,"2010","5","3","5","4",10
"PINFISH",19,"2010","5","7","5","2",10
"RED DRUM",33,"2010","5","7","5","2",10
"REQUIEM SHARK GENUS",2,"2010","5","5","5","1",10
"SEAROBIN GENUS",1,"2010","5","3","5","2",10
"SHEEPSHEAD",2,"2010","5","3","5","2",10
"SPANISH MACKEREL",30,"2010","5","3","5","2",10
"SPANISH MACKEREL",1,"2010","5","5","5","1",10
"SPANISH MACKEREL",13,"2010","5","7","5","2",10
"SPOTTED SEATROUT",1,"2010","5","3","5","2",10
"SPOTTED SEATROUT",3,"2010","5","5","5","1",10
"SPOTTED SEATROUT",281,"2010","5","7","5","5",10
"ATLANTIC TARPON",6,"2010","6","7","5","2",13
"BLACK DRUM",1,"2010","6","7","5","2",13
"BLUEFISH",4,"2010","6","5","5","1",13
"BLUEFISH",5,"2010","6","7","5","2",13
"COMMON SNOOK",16,"2010","6","7","5","2",13
"CREVALLE JACK",3,"2010","6","7","5","2",13
"GRAY SNAPPER",7,"2010","6","7","5","2",13
"GULF FLOUNDER",2,"2010","6","7","5","2",13
"HARDHEAD CATFISH",12,"2010","6","5","5","1",13
"HARDHEAD CATFISH",3,"2010","6","7","5","2",13
"LADYFISH",8,"2010","6","5","5","1",13
"LADYFISH",9,"2010","6","7","5","2",13
"PINFISH",14,"2010","6","5","5","1",13
"PINFISH",39,"2010","6","7","5","4",13
"RED DRUM",2,"2010","6","7","5","2",13
"RED GROUPER",1,"2010","6","7","5","2",13
"REQUIEM SHARK FAMILY",2,"2010","6","7","5","2",13
"SCALED SARDINE",319,"2010","6","7","5","5",13
"SEA CATFISH FAMILY",4,"2010","6","7","5","2",13
"SPANISH MACKEREL",5,"2010","6","7","5","2",13
"SPOTTED EAGLE RAY",1,"2010","6","7","5","4",13
"SPOTTED SEATROUT",22,"2010","6","5","5","1",13
"SPOTTED SEATROUT",80,"2010","6","7","5","4",13
